Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],MAPE_P_el,MAPE_COP,MAPE_P_th,p1_Pdc [1/°C],p2_Pdc [1/°C],p3_Pdc [-],p4_Pdc [1/°C],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
DAIKIN Europe ,EPRA18DV / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,Regulated,1.0,R32,4.2,44.0,54.0,21,average,4534,11200,2.47,3305.970149253731,8860.0,212.7525773156708,0.0019872117015976667,0.6879614521615773,-212.7750961078093,-162.6020615370058,0.010705430655450912,0.09191244434610986,162.55347256841316,132.87450192866766,-0.07833710521047955,6.864996791443528,-132.74547592997516,11.648549391870752,9.598499775269802,16.198021917764233,69.52164370239407,-0.005951576100288535,-0.21364383042358853,-69.48578486508497,70.64534935872705,-0.009783594007334615,-1.2051009097575265,-70.58213655008522,52.20035805749446,0.045215909097828834,8.937085909450754,-52.38330705116982,11.94161985710201,4.750602337818747,12.171882379327554
DAIKIN Europe ,EPRA18DW / ETVX16S23D9W(G),2020-02-07,Outdoor Air/Water,Regulated,1.0,R32,4.2,44.0,54.0,42,average,4568,11100,2.43,3305.970149253731,8860.0,212.75106376515012,0.0006599810401422927,0.7278579142944812,-212.7766698778761,484.6596580893103,0.010948448815036206,0.06814969361448375,-484.71052907934023,-52.58623698356905,-0.07529052303300612,6.765486963810155,52.71734405255575,8.258566595083455,7.980335148804985,13.88557369659059,69.52164370239407,-0.005951576100288535,-0.21364383042358853,-69.48578486508497,70.64534935872705,-0.009783594007334615,-1.2051009097575265,-70.58213655008522,52.20035805749446,0.045215909097828834,8.937085909450754,-52.38330705116982,11.94161985710201,4.750602337818747,12.171882379327554
DAIKIN Europe ,ERGA04EVA / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,58.0,10,average,2690,5300,1.97,1361.44578313253,4520.0,-71.53617267298551,-0.002323645862725134,0.8752426867508459,71.51242873276905,212.7675085487595,0.013816570722118436,-0.07151102041714315,-212.8146517777557,-71.45426476089636,-0.09797168408780044,7.446460994027655,71.60678236235022,11.617821069250178,12.13051828914963,17.199779091555495,70.63272057901399,-0.0054512165466002105,-0.3057339325252104,-70.5948935739933,68.42960336497002,-0.008866824383196739,-1.4318743525817936,-68.36071483803615,230.8781274215516,0.061279545454554114,13.55580074112056,-231.1743004247681,15.90668262170925,5.9645211502244,14.00651376399462
DAIKIN Europe ,ERGA04DV7 / EHBH04D6V,2020-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.5,,,10,average,2690,5300,1.97,,,-142.6125695193659,-0.007723647212955147,1.1147845492061614,142.58049660333643,184.33477423335376,0.013735582880503685,-0.06952310309666726,-184.38247619266804,125.09912128083285,-0.12008281441741928,8.428052542257634,-124.9763229426954,11.048402470038038,10.493759538670632,17.33176771139627,,,,,,,,,,,,,,,
DAIKIN Europe ,ERGA04EV7 / EHVX04S23E6V(G),2020-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.5,,,10,average,2690,5300,1.97,1361.44578313253,4520.0,-20.904032115508627,-0.007927329740982291,1.1236405937592535,20.871766079471573,407.9457488573551,0.013611593056951534,-0.06474364671289079,-407.9937946791777,125.09912128083285,-0.12008281441741928,8.428052542257634,-124.9763229426954,10.820006413295047,10.493759538670632,17.093061047473572,70.63272057901399,-0.0054512165466002105,-0.3057339325252104,-70.5948935739933,68.42960336497002,-0.008866824383196739,-1.4318743525817936,-68.36071483803615,230.8781274215516,0.061279545454554114,13.55580074112056,-231.1743004247681,15.90668262170925,5.9645211502244,14.00651376399462
DAIKIN Europe ,ERGA06EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,Regulated,1.0,R32,1.5,42.0,60.0,10,average,2980,5900,1.98,1551.829268292683,5090.0,177.21459738715663,-0.0014481194446524508,0.8312091663885833,-177.2411317809799,212.7692665643766,0.014102551927869128,-0.05945851205257203,-212.81284684624802,-89.69375669163324,-0.09665468728667458,7.388795847736791,89.85053068996925,7.206777848787342,12.847295554603946,13.000227904682136,66.19401697298879,-0.004838806864679065,-0.4543310052111345,-66.15156328756834,72.87025278204268,-0.008836247028521791,-1.5230577953772828,-72.79828699155536,-0.04717513760924963,0.060865911563404165,14.054420960850008,-0.2663878557599045,12.593497100242974,5.837197739536192,13.267233074317033
DAIKIN Europe ,ERGA08EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,Regulated,1.0,R32,1.5,42.0,62.0,10,average,2980,5900,1.98,1732.4840764331213,5440.0,123.90743625395737,-0.00775071047799415,1.1251191624458914,-123.9403061231454,112.8177038189788,0.008625883484736677,0.17565864060951114,-112.87162115881901,-121.42053031628255,-0.10498180165245284,7.758648218706223,121.59163065782316,5.485021870291152,15.566308432509596,14.579362709169589,70.63603207562437,-0.004528305972208731,-0.5256943205798273,-70.59158207738301,68.43027661656748,-0.008608629593820655,-1.600545332025106,-68.35616934912838,-36.145270293577816,0.05964358582895352,14.51987233739402,35.81400187241063,14.132106700707116,5.739949959105727,13.310893169673871
DAIKIN Europe ,ERGA08EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,Regulated,1.0,R32,1.5,42.0,62.0,10,average,3520,6900,1.96,1732.4840764331213,5440.0,70.60728456147673,-0.00010429541652262672,0.7632176479318579,-70.63229326907933,184.3347588864349,0.013829399766845938,-0.06986034208050823,-184.3824936645583,-223.14539793072385,-0.10301907984540733,7.696161010351772,223.3207893154422,7.424615770595476,15.022172370091086,11.892524974278679,70.63603207562437,-0.004528305972208731,-0.5256943205798273,-70.59158207738301,68.43027661656748,-0.008608629593820655,-1.600545332025106,-68.35616934912838,-36.145270293577816,0.05964358582895352,14.51987233739402,35.81400187241063,14.132106700707116,5.739949959105727,13.310893169673871
DAIKIN Europe ,ERLA03DV / EHFH03S18D3V + cooling kit,2020-03-27,Outdoor Air/Water,Regulated,1.0,R32,1.0,,,11,average,1448,3200,2.21,1151.8151815181518,3490.0,-106.61165302596537,-0.0034143845431910485,0.8667165447447136,106.5794734377548,-128.31649751970593,0.011873117184668255,0.024325621170949028,128.26775956908958,-53.68789990639503,-0.10426212627181287,7.798439743158489,53.836991517236356,5.670680988094173,14.0920527919365,13.424728525158644,70.63757678864582,-0.003951935230687511,-0.6163460938334815,-70.59003736436159,75.07628260866818,-0.009586194782762745,-1.313342041666974,-75.00979576091692,-86.06111628639887,0.05006590908909563,10.366426425400457,85.84541127458644,21.992106332732998,4.314202162895642,20.97618190695644
DAIKIN Europe ,ERLQ011C*V3 / EHSH16P50B,2017-03-30,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,64.0,50,average,4639,9000,1.94,,,212.75250911855838,-0.004697349686743784,0.9584934917644898,-212.7752697633735,212.7661769088161,0.011283930555345264,0.030166939363072524,-212.81596238806333,-108.97460293122177,-0.10562859064121012,7.747799069138835,109.16336972076073,20.062592250873326,18.435371524209746,9.867748130503676,,,,,,,,,,,,,,,
DAIKIN Europe ,ERLQ014C*V3 / EHSH16P50B,2017-03-30,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,64.0,50,average,5677,10900,1.92,,,141.67883718874162,-0.002160355840757784,0.8263073340912541,-141.70950098756788,-71.55767734679289,0.011379743487368052,0.03010690973748058,71.50926999824429,-75.74441136643611,-0.06304823121342969,5.960650298716338,75.91523499610838,11.664721086901894,8.425564227106317,14.844202059704745,,,,,,,,,,,,,,,
DAIKIN Europe ,ERLQ016C*V3 / EHSH16P50B,2017-03-21,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,66.0,50,average,6811,12600,1.85,,,212.74766586698868,-0.0030852854865383032,0.8545303503868821,-212.78022303450112,-43.12767050728885,0.008935315792002631,0.13357213572757326,43.07439925541541,212.8790740463704,-0.0899614603323581,7.050489322297171,-212.6585209648228,40.1205658703875,18.45033801960216,31.912520674185533,,,,,,,,,,,,,,,
DAIKIN Europe ,ERLQ016CW1 / EHBH16CB *,2017-03-31,Outdoor Air/Water,Regulated,1.0,R410a,3.4,44.0,66.0,55,average,6854,12200,1.78,,,83.92881688032212,-0.004613785860930389,0.9258856864608078,-83.96279571823784,-26.068145150889567,0.009098197133577485,0.1248683983099484,26.014981122587336,124.03254841310765,-0.09619058200577278,7.2435061228905395,-123.81917843248421,38.9414446008278,18.6135604366022,31.72647499727013,,,,,,,,,,,,,,,
DAIKIN Europe ,ERRQ011AV1 / EKHBRD011ADV17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55,average,4160,9360,2.25,,,212.75056863342544,-0.011063427091851692,1.234870918237239,-212.77743470410252,212.76200282710536,-0.003729033460562514,0.7757688953185988,-212.82044526666493,-0.38639367269240665,0.011132107392810208,2.534361690273045,0.5176003770859552,13.726482341754027,4.770797193610951,15.848739370366689,,,,,,,,,,,,,,,
DAIKIN Europe ,ERRQ014AV1 / EKHBRD014ADV17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55,average,5302,11400,2.15,,,194.98445422718564,-0.008263942486545462,1.0894202495301497,-195.01612289004555,72.59212544938244,0.003803596126851538,0.4472047945419813,-72.63928477277514,-213.60517762413846,-0.000567655051787693,3.0121235803306963,213.7222891998097,17.42232687725445,5.813846320599128,17.275833693582506,,,,,,,,,,,,,,,
DAIKIN Europe ,ERRQ016AV1 / EKHBRD016ADV17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55,average,5735,12100,2.11,,,-142.61301207557145,-0.0073276155888506375,1.0678092603323148,142.58003590111989,212.76827114503467,0.004095454139824502,0.4465513677420149,-212.81378226199368,70.68055644265108,0.0005448864873809147,3.0021359643905297,-70.55902029043727,17.2808533784816,6.5598069653992965,16.305809088431786,,,,,,,,,,,,,,,
ELCO,AEROTOP G08.2 INOX,2020-07-27,Outdoor Air/Water,Regulated,1.0,R410a,4.27,,55.0,24,average,3296,8140,2.47,,,212.75007092412082,-0.0006643852279780211,0.7703695724343432,-212.77770971550441,155.90389988942155,0.01399144849872767,-0.05773423724186725,-155.9484048970917,-31.48116323063396,-0.09647189931879477,7.8739537331101515,31.621454007425648,9.59567919357964,7.9316362792501875,14.195766556068875,,,,,,,,,,,,,,,
ELCO,AEROTOP G14.2 INOX / INOX OPTIC,2019-06-26,Outdoor Air/Water,Regulated,1.0,R410a,4.27,,57.0,24,average,4215,11000,2.61,,,70.60298037076184,-0.00014707573001310377,0.7296441619747771,-70.63659682470954,287.4588954041269,0.010852571707364232,0.07809895988235901,-287.50894907186296,-141.98232977794882,-0.08687606812989837,7.5154839885813525,142.11829573202655,7.946538751911841,8.407268848269839,10.625348654684187,,,,,,,,,,,,,,,
ELCO,AEROTOP S05.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410a,4.0,,,35,average,1900,4200,2.21,,,212.7476220970949,-0.011265399470720841,1.2892432037150046,-212.78050549557238,298.06393704700326,0.009898767556039113,0.12099462329364286,-298.1128751759236,70.65168000048853,-0.06591590875413585,6.221960654084668,-70.6055674760284,21.867253512637447,12.484817414188564,24.771346582428627,,,,,,,,,,,,,,,
ELCO,AEROTOP S07.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410a,4.0,44.0,,35,average,2573,6560,2.55,,,283.8170555397982,-0.006368372452318613,1.000363815844204,-283.8552228694029,-43.12489295263182,0.00880441422860893,0.1829913141316732,43.07711393893505,-204.7298109798079,-0.10461156328152706,8.115338581758966,204.84464922835247,7.603029248648987,10.609480244656753,11.115503785508297,,,,,,,,,,,,,,,
ELCO,AEROTOP S09.2,2020-07-28,Outdoor Air/Water,Regulated,1.0,R410a,4.0,45.0,,35,average,3237,7250,2.24,,,-80.41868458626736,-0.01061395195203743,1.2001399278736644,80.37160798725962,-386.3799407458438,0.008463835618147399,0.1990755318789217,386.3280848280948,-213.6059027828842,-0.10716292532102152,8.041646069573172,213.7372114917855,14.795937242341454,10.777261339645419,21.663255644994926,,,,,,,,,,,,,,,
ELCO,AEROTOP S12.2,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410a,4.4,49.0,51.0,28,average,4873,11160,2.29,,,-107.03591251821337,-0.002965938755981791,0.8549083552388513,106.99938607631418,70.60652717463176,0.012491646803561823,0.023926924750908525,-70.65105589513217,-71.46423119987129,-0.09969686497420199,7.708661681676202,71.59806436068695,8.513766370899154,11.305757757638133,13.071085381558929,,,,,,,,,,,,,,,
ELCO,AEROTOP S15.2,2019-12-17,Outdoor Air/Water,Regulated,1.0,R410a,4.4,49.0,51.0,28,average,5733,13300,2.32,,,17.296575313805338,-0.002255884520193557,0.8211130017442838,-17.33485550981984,-120.90393652134271,0.010684890147444335,0.11247381490053047,120.8584067568252,-106.97809150563528,-0.08752590218758219,7.1648368969296925,107.11919625485369,14.526139036040867,12.186919286236524,19.95782809432556,,,,,,,,,,,,,,,
ELCO,AEROTOP T20,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,6.0,59.0,58.0,10,average,6437,12810,1.99,,,-195.8789659401709,-0.009219892082283495,1.7012727742898983,195.9207941411697,51.68139393989347,0.009652805007027315,0.5366702771930987,-51.67648663840593,-89.25665858183257,-0.05269731614822299,5.024571316435053,89.33327240498559,1.9043200070050903,5.101854001167053,6.222222728740642,,,,,,,,,,,,,,,
ELCO,AEROTOP T26,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,7.4,59.0,70.0,10,average,9325,18650,2.0,,,-178.11025508129399,-0.0041723387640205285,1.4418523537123047,178.15317835950844,-34.89073025219927,0.013396787425149095,0.31832032084774603,34.89208574967782,212.82225815105065,-0.061407438555856585,5.557474515738363,-212.71128396843238,1.773012508637016,8.217636705654266,9.234074786079347,,,,,,,,,,,,,,,
ELCO,AEROTOP T32,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,9.2,63.0,67.0,10,average,11418,22950,2.01,,,212.78539661684346,-0.0035274380218437065,1.4118570559685961,-212.741581551257,-57.56093343635202,0.015384931176612169,0.22415142446365227,57.56378982104494,-123.91534612957304,-0.07062387389122989,6.009526579275027,124.024465901141,2.009770498764658,8.300629493383667,9.622515413904344,,,,,,,,,,,,,,,
ELCO,AEROTOP T35,2019-05-04,Outdoor Air/Water,On-Off,4.0,R407c,9.2,68.0,70.0,10,average,11618,24630,2.12,,,177.24690123598305,-0.00431465452150142,1.4341885574794242,-177.20829902567482,192.79683742457303,0.013640263973355007,0.309860432754924,-192.79045768323184,88.43434702582383,-0.06279038633362505,5.7270172073208885,-88.3578750139953,2.4030969358450167,3.5616904248500787,5.915668306697223,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR 1-7 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.75,,55.0,8,average,1570,3470,2.21,,,-89.3091576389056,-0.002976152484484281,0.8559125198596751,89.27148649294655,-71.55957478466678,0.010231921048272459,0.0920265259325226,71.50741264890834,-284.6869547923696,-0.06685443085650543,6.2504127846213695,284.79665749832105,7.472394140198575,5.0846563290136695,10.715695795415169,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR 3-12 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.85,,,8,average,2851,5760,2.02,,,283.8193233592774,-0.000686116021141467,0.749728253735708,-283.85268442287526,-10.361273541012508,0.012379823155046607,-0.005696631358175534,10.31201435349815,-204.7483408995707,-0.04621753791079971,5.0342321548844655,204.8160537644252,7.298725317879581,7.528429475368851,9.880242868932417,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR EVI 3-12kW,2019-11-12,Outdoor Air/Water,Regulated,1.0,R410a,2.5,0.0,65.0,9,average,2697,7470,2.77,,,248.2843489058784,0.004810459378056404,0.4922560693459285,-248.31546947342468,212.7718538433772,0.015820067000508586,-0.11718085427662628,-212.81022282419102,212.66609153100367,-0.0675605892456033,6.615801820635936,-212.5934933997095,10.541798128685446,2.843302712883371,11.687027503192535,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR EVI 4-20kW,2020-01-06,Outdoor Air/Water,Regulated,1.0,R410a,3.5,0.0,63.0,25,average,4492,11950,2.66,,,-142.61402592155625,-0.000636479421978937,0.7666429905515902,142.57888127687613,68.8888443288084,0.008981779573900244,0.16968440530055706,-68.93923215439878,141.7717980890768,-0.058094740920518875,6.300812271624364,-141.6153854649401,16.50030599547629,10.765079510490718,11.602936744444495,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B1 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,0.9,54.0,,11,average,3320,9030,2.72,,,0.0014338656460279758,-0.00143384638151557,0.7875179066961985,-0.045482104289958664,-0.013473123466664357,0.0134731231687865,0.033684742810866,-0.03744593765086948,0.09484781453028587,-0.09484795349319082,7.512929716722471,-0.009294641689177577,13.330704201688386,8.264658169131343,22.160144489314696,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.0,54.0,,11,average,4224,11870,2.81,,,0.0008950858848315462,-0.0008949981523295953,0.7843355089403209,-0.04362440239246921,-0.014492886014537102,0.01449288559558551,0.01889555262304364,-0.0315649820788558,0.09417117821481248,-0.09417123734715828,7.608398356823367,-0.0007177266997219348,10.437243995067307,5.170061934949717,15.369685326439658,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B1 5-22kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.4,42.0,,7,average,6521,17410,2.67,,,0.008618773284216999,-0.00861877111222752,1.085030692747975,-0.0524914943099644,-0.0034385965378352233,0.003438594825324144,0.4227879172130848,-0.05714083494110162,0.05923075542842673,-0.05923037785087094,6.137863968456521,0.05948002332729159,23.919049672596397,8.634620108071584,32.16384159763524,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B3 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.0,54.0,,11,average,3638,9460,2.6,,,0.0003369174647920416,-0.00033705840970456834,0.7254510129755689,-0.044039828893824434,-0.015107624476472606,0.015107624689274676,-0.06357278310327323,-0.03763573487433376,0.09719123753037938,-0.09719130290202642,7.565459267495912,-0.007002342157983783,15.785719644791975,8.427556651446563,24.531732994517302,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ecoGEO B1/C1 1-6 PRO,2020-11-17,Brine/Water,Regulated,2.0,R290,0.15,44.0,,11,average,1540,4450,2.89,,,0.009334746781493784,-0.009334750911457343,1.1292858569920767,-0.051847311456747695,-0.004895110440803261,0.004895104963114335,0.3954184705638607,-0.048970473926488615,0.07915687400538039,-0.07915687261036201,6.948686961522259,0.01923729516113538,15.69147453672216,4.348231076366556,18.825176141009585,,,,,,,,,,,,,,,
Enertech CTC AB,CTA Aeroheat CM 18a,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,56.0,12,average,3120,7520,2.41,,,177.21931623587125,-0.0016282196502762163,0.8637950463426672,-177.23631311228488,-71.55662030266484,0.01388887553368497,-0.06884389888258664,71.5103542439112,141.7545712092614,-0.08968966867684648,7.531210353917757,-141.6354649349292,23.409989656427644,5.4351751312778935,26.02981670090001,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 12M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,2.9,,57.0,15,average,4472,8900,1.99,,,212.74507356801053,-0.008014366165773678,1.0880637877099617,-212.78301478271047,34.075037209329906,0.009483461317530693,0.11770506752958662,-34.127937266185306,248.10399654200103,-0.0740927989172005,6.484557207897358,-247.95081574084116,9.78349096857708,7.1250156185290185,13.529621933110569,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 16M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,4.0,,61.0,15,average,6219,12500,2.01,,,-71.5396452566204,-0.0019222146414826548,0.8141830307638929,71.50904230749181,-43.12460586067247,0.01357914744323986,-0.0634912126841341,43.077467749789655,-18.003824892310018,-0.07195378112983679,6.4613410930055,18.164059212657108,6.565226321736487,7.463546432669253,12.139507043378927,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,1.5,35.0,50.0,12,average,2500,4700,1.88,,,-71.53490782063234,0.0031694149648744127,0.5854116967135949,71.5135713204421,477.4017289812066,0.01631799335058875,-0.2110533937714745,-477.45032622972633,212.85716783574043,-0.1021326785273101,7.704324615410112,-212.68388499531397,13.441986558847413,12.812178981388517,21.643774938759933,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 8M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,2.6,,54.0,15,average,3247,6300,1.94,,,212.7452522910767,-0.008286760525620685,1.1068993569163994,-212.7828422155661,-299.01899346350416,0.010080249137082378,0.0948420712962696,298.96729162075286,217.2768991741153,-0.07706022298175788,6.5004784540648375,-217.1437658625765,6.354559640111603,6.313808959689492,10.654796390820536,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 406 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,56.0,18,average,1643,3500,2.13,,,226.11364639836842,-0.00927161971008762,1.7229906073784895,-226.0607873509457,294.93405818275363,0.015450206868302003,0.27043030150863345,-294.92458789073584,212.81768123429038,-0.08826356676760093,6.851362978602706,-212.72083968952808,2.5652844386359006,9.706495287487758,9.226417232046623,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 408 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,61.0,18,average,2036,4500,2.21,,,-70.32008212430247,-0.008336402895188309,1.6493249361789335,70.36961070301388,112.93659712515448,0.014351260686561063,0.30970501129782435,-112.92908494438123,-118.63986782251949,-0.08113028027982246,6.618298568339911,118.74395490600502,1.2552463225904869,9.12873767393999,8.486449271491221,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 410 1x230V,2017-06-12,Outdoor Air/Water,On-Off,4.0,R407c,2.7,,58.0,18,average,3013,7080,2.35,,,212.78584595330216,-0.004496850847033009,1.456810007026579,-212.7411450474023,263.7597399258321,0.0133531995353959,0.3484074903967989,-263.75255847350843,-75.9216502774443,-0.06749253434588029,6.1717391364489185,76.01902647887506,1.0586171326939555,6.613256361610882,6.8289892508297525,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 415 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,3.4,,64.0,18,average,4095,9500,2.32,,,150.59665477669697,-0.006939864320494961,1.5584466571403732,-150.55421702949448,-164.82501780592432,0.012454987690531688,0.42007853367590575,164.8336376688761,183.93336042881612,-0.06601908992501197,5.919885028135973,-183.85421152239056,1.591049064515901,7.063104588657162,6.570218186285001,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,3.5,,66.0,18,average,4638,10900,2.35,,,35.10514607233223,-0.004921731750069295,1.4708406314744649,-35.06256561657166,-239.8795412072591,0.012816077980948349,0.4202219955297105,239.889704231782,-142.55684834034682,-0.061188635919227075,5.6893470211109936,142.63013722210582,1.970332185269668,6.387300555131652,5.549720413442709,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 435 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,5.4,56.0,,18,average,9907,32000,3.23,,,0.004247647157609186,-0.0042476435648973855,1.1970602164583841,-0.0016385630604013653,-0.015145211616765832,0.015145212095167847,0.2525194118057473,0.005217548260964703,0.09319431278699787,-0.09319432691217258,7.677346156319588,-0.03465461763943357,0.3784651495679117,2.5275453556568634,2.1580055047116584,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 510M 1x230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.2,,60.0,15,average,881,7000,7.95,,,56.457980042760546,0.021778004032744703,-0.2343786853397256,-56.46510989935556,-213.69777206175513,0.005428211586325939,0.9290076114130126,213.6840851105441,-1.4927383940742245,0.08203543958084716,2.068251027618233,1.6328900412568206,92.25845617027636,27.308253691749247,77.53355321097692,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 510M 3x400V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,60.0,15,average,3211,6100,1.9,,,3.942443262452577,0.002287599672044789,0.6387472531780886,-3.967667582661443,212.7691467117704,0.016817215963131286,-0.20784550260283305,-212.813076083946,-115.85416954279431,-0.09824594092841517,7.642178484829763,116.0509625701496,9.869284231960801,13.132099246027195,16.102905556632404,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 520M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,55.0,15,average,3671,7600,2.07,,,-62.64464577985572,0.002862538558595724,0.6657624683110271,62.63590005661946,-41.59440049477264,0.01818825891186393,-0.27247996857029017,41.5523258980748,230.61327084032985,-0.09582527191428404,7.564644105087115,-230.4648851540049,26.24482453228405,8.302915325902484,31.004757933059977,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 610M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,53.0,14,average,2901,5890,2.03,,,212.7503480246043,0.0013576463095124887,0.6678957886406813,-212.77739421056305,245.38927425114326,0.016369211400752117,-0.21517977395073512,-245.43646461497246,-124.7574359773612,-0.08691122985493202,7.241681916677675,124.8944763927718,8.567067176231571,5.824312583767085,12.597508470499392,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 614M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,51.0,14,average,3398,6830,2.01,,,-178.1487196752803,-0.0005484205309278747,0.7350415710210876,178.11617602162428,212.76414025641026,0.013646772949458244,-0.11739366965289708,-212.81813916066073,26.291258854252767,-0.07608049233710093,6.9190674884936,-26.12377327981345,17.59876714384413,4.791362647938367,21.360733709567754,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 406 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,50.0,,18,average,1710,5300,3.1,,,0.007654392571671214,-0.0076543850755953205,1.3664234301290241,-0.0025612355055894924,-0.01502948015394375,0.015029480213584669,0.2623670171660941,0.00564340296394594,0.10357910959385984,-0.10357916021379952,8.039474571884496,-0.04005454692160427,0.5408790765213533,2.8287340307664905,2.480840510513351,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 408 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,46.0,,18,average,2348,7700,3.28,,,0.004054979430913946,-0.004054978325960185,1.1979227004489232,-0.0014175407081330426,-0.015714351957470347,0.01571435206291425,0.2399726956516529,0.00630621434464704,0.09573536583966162,-0.09573538127484453,7.824309769535892,-0.03990172298437983,0.7814572411995003,2.373414420940619,1.6455663051812317,,,,,,,,,,,,,,,
